Date,Time,Address,accel.X,accel.Y,accel.Z,gyro.X,gyro.Y,gyro.Z,temp.O,temp.A
2024-06-19,15:03:04.710,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.18,9.41,0.06,0.01,-0.01,,
2024-06-19,15:03:04.846,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.22,9.41,0.09,0.3,-0.01,,
2024-06-19,15:03:04.981,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.18,9.41,0.06,0.15,-0.02,,
2024-06-19,15:03:05.115,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.14,9.41,-0.01,0.07,-0.01,,
2024-06-19,15:03:05.250,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.18,9.38,0.06,0.15,-0.01,,
2024-06-19,15:03:05.387,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.22,9.38,0.06,0.14,-0.02,,
2024-06-19,15:03:05.505,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.22,9.38,0.06,0.15,-0.03,,
2024-06-19,15:03:05.641,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.22,9.38,0.06,0.06,-0.02,,
2024-06-19,15:03:05.776,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.18,9.41,0.06,0.23,-0.02,,
2024-06-19,15:03:05.912,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.14,9.38,0.02,0.14,-0.02,,
2024-06-19,15:03:06.046,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.14,9.38,0.1,0.05,-0.01,,
2024-06-19,15:03:06.180,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.14,9.38,0.1,0.25,-0.01,,
2024-06-19,15:03:06.300,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.18,9.38,0.01,0.26,-0.01,,
2024-06-19,15:03:06.437,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.14,9.34,0.01,0.15,-0.02,,
2024-06-19,15:03:06.570,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.14,9.41,0.11,0.26,-0.02,,
2024-06-19,15:03:06.706,27709F9E-AA39-8E08-68DF-757260651D6E,0.35,1.14,9.41,0.06,0.16,-0.02,,
2024-06-19,15:03:06.841,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.18,9.41,0.11,0.15,-0.02,,
2024-06-19,15:03:06.976,27709F9E-AA39-8E08-68DF-757260651D6E,0.31,1.18,9.41,-0.04,0.03,-0.02,,
2024-06-19,15:03:07.110,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.14,9.38,0.06,0.14,-0.02,,
2024-06-19,15:03:07.260,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.14,9.38,0.16,0.27,-0.02,,
2024-06-19,15:03:07.411,27709F9E-AA39-8E08-68DF-757260651D6E,0.35,1.14,9.38,-0.05,0.03,-0.01,,
2024-06-19,15:03:07.486,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.18,9.38,0.11,0.15,-0.0,,
2024-06-19,15:03:07.710,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.18,9.38,0.06,0.03,-0.03,,
2024-06-19,15:03:07.786,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.18,9.38,0.06,0.41,-0.02,,
2024-06-19,15:03:07.936,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.14,9.34,0.0,0.01,-0.02,,
2024-06-19,15:03:08.012,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.14,9.38,0.12,0.15,-0.02,,
2024-06-19,15:03:08.161,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.1,9.38,0.06,0.15,-0.01,,
2024-06-19,15:03:08.311,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.1,9.38,0.06,0.16,-0.01,,
2024-06-19,15:03:08.460,27709F9E-AA39-8E08-68DF-757260651D6E,0.35,1.18,9.38,0.06,0.16,-0.02,,
2024-06-19,15:03:08.535,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.18,9.38,0.06,0.15,-0.01,,
2024-06-19,15:03:08.685,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.14,9.38,0.06,0.15,-0.01,,
2024-06-19,15:03:08.836,27709F9E-AA39-8E08-68DF-757260651D6E,0.35,1.22,9.34,0.06,0.14,-0.01,,
2024-06-19,15:03:08.985,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.14,9.34,0.06,0.15,-0.01,,
2024-06-19,15:03:09.060,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.18,9.38,0.13,0.31,-0.02,,
2024-06-19,15:03:09.212,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.18,9.38,-0.01,-0.16,-0.03,,
2024-06-19,15:03:09.362,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.18,9.34,-0.01,0.15,-0.01,,
2024-06-19,15:03:09.438,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.14,9.45,0.13,0.32,-0.02,,
2024-06-19,15:03:09.587,27709F9E-AA39-8E08-68DF-757260651D6E,0.31,1.18,9.38,0.06,-0.01,-0.02,,
2024-06-19,15:03:09.735,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.18,9.34,0.13,0.49,-0.01,,
2024-06-19,15:03:09.811,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.14,9.41,-0.01,-0.01,-0.02,,
2024-06-19,15:03:09.961,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.14,9.34,0.06,-0.02,-0.03,,
2024-06-19,15:03:10.111,27709F9E-AA39-8E08-68DF-757260651D6E,0.35,1.18,9.41,0.13,0.51,-0.03,,
2024-06-19,15:03:10.261,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.14,9.38,-0.02,-0.03,-0.01,,
2024-06-19,15:03:10.336,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.18,9.38,0.06,0.17,-0.01,,
2024-06-19,15:03:10.486,27709F9E-AA39-8E08-68DF-757260651D6E,0.27,1.14,9.38,0.06,0.15,-0.02,,
2024-06-19,15:03:10.636,27709F9E-AA39-8E08-68DF-757260651D6E,0.27,1.14,9.38,0.06,0.15,-0.02,,
2024-06-19,15:03:10.786,27709F9E-AA39-8E08-68DF-757260651D6E,0.35,1.18,9.3,0.06,0.16,-0.01,,
2024-06-19,15:03:10.861,27709F9E-AA39-8E08-68DF-757260651D6E,0.27,1.14,9.38,0.06,0.16,-0.02,,
2024-06-19,15:03:11.011,27709F9E-AA39-8E08-68DF-757260651D6E,0.35,1.18,9.38,0.06,0.16,-0.02,,
2024-06-19,15:03:11.162,27709F9E-AA39-8E08-68DF-757260651D6E,0.35,1.06,9.38,0.06,0.15,-0.01,,
2024-06-19,15:03:11.237,27709F9E-AA39-8E08-68DF-757260651D6E,0.35,1.22,9.38,0.07,0.15,-0.02,,
2024-06-19,15:03:11.386,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.18,9.41,0.06,0.15,-0.02,,
2024-06-19,15:03:11.536,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.18,9.41,0.06,0.14,-0.02,,
2024-06-19,15:03:11.686,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.18,9.41,0.06,0.35,-0.02,,
2024-06-19,15:03:11.760,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.14,9.41,0.06,-0.05,-0.01,,
2024-06-19,15:03:11.911,27709F9E-AA39-8E08-68DF-757260651D6E,0.35,1.18,9.53,0.06,0.15,-0.01,,
