Date,Time,Address,accel.X,accel.Y,accel.Z,gyro.X,gyro.Y,gyro.Z,temp.O,temp.A
2024-06-19,15:03:02.192,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.18,9.41,0.22,0.5,0.19,,
2024-06-19,15:03:02.326,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.14,9.41,0.61,1.12,0.26,,
2024-06-19,15:03:02.461,27709F9E-AA39-8E08-68DF-757260651D6E,0.35,1.14,9.38,0.08,0.15,-0.01,,
2024-06-19,15:03:02.596,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.18,9.38,0.08,0.17,-0.02,,
2024-06-19,15:03:02.715,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.14,9.45,0.06,0.12,-0.01,,
2024-06-19,15:03:02.850,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.14,9.45,0.06,0.11,-0.01,,
2024-06-19,15:03:02.985,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.1,9.38,0.08,0.16,-0.04,,
2024-06-19,15:03:03.120,27709F9E-AA39-8E08-68DF-757260651D6E,0.35,1.18,9.34,0.06,0.15,-0.01,,
2024-06-19,15:03:03.255,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.14,9.38,0.08,0.19,-0.02,,
2024-06-19,15:03:03.390,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.14,9.38,0.02,0.1,-0.04,,
2024-06-19,15:03:03.524,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.1,9.41,0.06,0.15,-0.02,,
2024-06-19,15:03:03.647,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.14,9.38,0.06,0.15,-0.02,,
2024-06-19,15:03:03.780,27709F9E-AA39-8E08-68DF-757260651D6E,0.35,1.18,9.38,0.08,0.15,-0.02,,
2024-06-19,15:03:03.917,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.14,9.41,0.06,0.15,-0.0,,
2024-06-19,15:03:04.050,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.18,9.41,0.03,0.09,-0.0,,
2024-06-19,15:03:04.186,27709F9E-AA39-8E08-68DF-757260651D6E,0.35,1.18,9.41,0.09,0.22,-0.02,,
2024-06-19,15:03:04.321,27709F9E-AA39-8E08-68DF-757260651D6E,0.43,1.14,9.34,0.06,0.08,-0.01,,
2024-06-19,15:03:04.456,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.14,9.38,0.06,0.2,-0.02,,
2024-06-19,15:03:04.576,27709F9E-AA39-8E08-68DF-757260651D6E,0.39,1.14,9.38,0.07,0.21,-0.02,,
